User,Participation,total_score,Power Score,Positive_Vote_Ratio,Average_Polarity
Acalamari,61987,1300.0,0.8470427518867714,0.9763560500695411,0.5058170798898072
Stifle,57998,1297.0,0.8235555798645624,0.6229205175600739,0.09175541401273885
Siva1979,89307,827.0,0.8180769230769231,0.8500851788756388,0.4512054383116883
Bearian,56537,1300.0,0.8165296844556916,0.9071428571428571,0.4918774803149606
Juliancolton,41846,1277.0,0.7254326180168789,0.7878787878787878,0.3649201342281879
Malinaccier,47010,1180.0,0.7170367569411307,0.915948275862069,0.6415730275229358
SoWhy,30145,1300.0,0.6687680558977,0.7410358565737052,0.45573851590106
Bibliomaniac15,31478,1279.0,0.6681542372034612,0.9300699300699301,0.42127388535031846
Daniel,29806,1282.0,0.6599470101931303,0.4892966360856269,0.12659604519774012
Newyorkbrad,47998,1017.0,0.6598759924822003,0.9918864097363083,0.4631571428571428
PhilKnight,31661,1220.0,0.6464864967294814,0.9420289855072463,0.6368412186379928
Lankiveil,40251,1086.0,0.6430411084447767,0.7979274611398963,0.10941252955082742
GlassCobra,39101,1099.0,0.6416025712804205,0.8019559902200489,0.5722403263403263
MONGO,43164,1039.0,0.6412732799415665,0.9456928838951311,0.2718662408759124
Fastily,35533,1133.0,0.634703232963932,0.5353535353535354,0.2646402409638554
Xoloz,53741,865.0,0.6335679487466601,0.47129909365558914,0.4211957163958641
Sjakkalle,34564,1120.0,0.6242780655619659,0.9130434782608695,0.5956637469586374
Majorly,38229,1058.0,0.6209512497222169,0.8290398126463701,0.40265055679287304
Merovingian,46465,933.0,0.6189854501980228,0.9358669833729216,0.04255862445414847
Ceranthor,25441,1236.0,0.6178162549161138,0.9137931034482759,0.4482481781376518
Rogerd,35608,1068.0,0.6101231375616075,0.9260869565217391,0.3683890086206897
Kudpung,19596,1300.0,0.6097070745526616,0.621301775147929,0.5734085858585858
Jayjg,33003,1102.0,0.6086153742792715,0.8613861386138614,0.2935019801980198
Airplaneman,22463,1250.0,0.606527858409031,0.905940594059406,0.5709013100436682
HJ Mitchell,18856,1300.0,0.6055640158555976,0.7654320987654321,0.5290473404255319
NuclearWarfare,22787,1212.0,0.5937264616556042,0.7598039215686274,0.3472709821428572
OlEnglish,19494,1255.0,0.5918283119921308,0.89375,0.6141988372093024
Kusma,21288,1221.0,0.5887955068916034,0.9032258064516129,0.40049788359788363
Axl,47218,837.0,0.5862782154356069,0.7142857142857143,0.42644418604651163
EdJohnston,18661,1252.0,0.586010725440103,1.0,0.4262639053254438
Husond,28954,1102.0,0.5859461247327684,0.7237237237237237,0.39837206703910616
Stephen,23236,1182.0,0.584701828975226,0.8656716417910447,0.24485721393034823
Sceptre,23663,1163.0,0.5797847935102991,0.8983957219251337,0.2499144278606965
Phantomsteve,14156,1300.0,0.579249994401272,0.7130434782608696,0.3802123376623377
Soap,16443,1259.0,0.5762850544971567,0.8092105263157895,0.466405487804878
RegentsPark,23833,1148.0,0.5749673464957992,0.8823529411764706,0.5444117370892019
Wisdom89,40297,907.0,0.5744524960851971,0.4408817635270541,0.3020392578125
JoshuaZ,29315,1063.0,0.5729672655295794,0.8156862745098039,0.34019926739926737
Useight,24697,1130.0,0.572881570537943,0.5703971119133574,0.5530708737864077
Mazca,25503,1118.0,0.5727787606655768,0.9116279069767442,0.7815859030837004
Ktr101,34452,978.0,0.5690356234140527,0.9137380191693291,0.46878988095238094
Swarm,12232,1300.0,0.5684780417889056,0.782258064516129,0.46757596899224807
DarkFalls,22999,1142.0,0.5679903150619564,0.6543778801843319,0.07664484304932735
Ultraexactzz,23413,1123.0,0.5630004961334323,0.8877005347593583,0.7047120535714286
Antandrus,21706,1146.0,0.5622896213364939,0.9773584905660377,0.6543215094339622
SarekOfVulcan,11118,1300.0,0.5622410588314335,0.7835051546391752,0.2558178217821782
Avraham,17942,1200.0,0.5619852400303882,0.773972602739726,0.5457530120481927
Fetchcomms,23700,1103.0,0.5569150233682292,0.618421052631579,0.2577121673003802
Tiptoety,23828,1100.0,0.5564778143944158,0.4475806451612903,0.3520125954198473
Steven Walling,15478,1219.0,0.555497666622451,0.7890625,0.638821875
Prodego,17368,1186.0,0.5533869547915636,0.7267080745341615,0.3000356725146199
Jusdafax,18890,1158.0,0.5511389879911592,0.5955056179775281,0.725376404494382
MBisanz,23389,1087.0,0.5490199728160223,0.8287037037037037,0.440553711790393
Nick,17747,1165.0,0.5474319496148936,0.5174418604651163,0.1689590909090909
Black Kite,12526,1241.0,0.5474317601194855,0.7358490566037735,0.31948818181818184
Riana,21270,1101.0,0.5425408836343152,0.8416289592760181,0.4252352226720648
WJBscribe,26818,1019.0,0.5420641648678959,0.7746031746031746,0.42967012195121956
X!,13067,1213.0,0.5396914411814866,0.7916666666666666,0.503977868852459
Spencer,24404,1047.0,0.5393180663199475,0.875,0.6578403846153846
FayssalF,19576,1108.0,0.5357489461471276,0.9395161290322581,0.5042908745247149
Dank,24156,1041.0,0.5356218894759418,0.8295964125560538,0.4635532751091703
Tryptofish,20648,1091.0,0.53521232099144,0.9125,0.664219209039548
Andrevan,14201,1183.0,0.5345019371598773,0.8501529051987767,0.12500538922155688
Xaosflux,9458,1252.0,0.534485631941346,0.44537815126050423,0.28938733333333333
Toddst1,6036,1300.0,0.5337883232929479,0.6792452830188679,0.402419298245614
MuZemike,12463,1201.0,0.5316944248728228,0.6272727272727273,0.4424100840336134
Richardcavell,21526,1068.0,0.5312818503020729,0.7074235807860262,0.34505126050420165
Legoktm,5540,1300.0,0.5310113542203212,0.8421052631578947,0.45001315789473684
Alison,19964,1088.0,0.5302289449067941,0.8980582524271845,0.6136073394495413
Euryalus,5159,1300.0,0.5288782388641301,0.9074074074074074,0.7005344827586207
Bishonen,12715,1186.0,0.5273360735517814,0.7516339869281046,0.46744140127388534
Swatjester,15261,1146.0,0.5262058195762538,0.9012345679012346,0.4291502994011976
Davewild,24178,1008.0,0.5230527537989522,0.9296296296296296,0.13042372262773722
ArcAngel,15024,1141.0,0.5229558441245226,0.3177083333333333,0.20714926108374382
Malcolmxl5,4083,1300.0,0.5228540075694802,0.9666666666666667,0.6764322580645161
BusterD,4344,1290.0,0.5204691217232368,0.8787878787878788,0.6372194444444444
Connormah,7962,1234.0,0.5191868579766369,0.8472222222222222,0.3774911392405063
Addshore,5745,1263.0,0.517928324223198,1.0,0.5622409090909091
Eagles247,4479,1281.0,0.517763411537514,0.717391304347826,0.4124608695652174
Ks0stm,3030,1300.0,0.5169585470181175,0.9523809523809523,0.461896
Shadowjams,17789,1084.0,0.5165132500357457,0.5906040268456376,0.31989151515151515
SQL,10240,1193.0,0.5161715295208006,1.0,0.33586176470588236
Khoikhoi,23709,994.0,0.5150423349968734,0.9723320158102767,0.4598399209486166
PeterSymonds,14365,1130.0,0.5150355131621788,0.782258064516129,0.5943734375
GorillaWarfare,2683,1300.0,0.5150157884128725,0.6190476190476191,0.6133681818181818
Hammersoft,2670,1300.0,0.5149430049492755,0.47368421052631576,-0.030094999999999993
Risker,7646,1227.0,0.5147253522461236,0.9642857142857143,0.4899
Dweller,15505,1111.0,0.5141103707391527,0.7183098591549296,0.46933229813664595
Modernist,26868,944.0,0.5134979474201923,0.8047619047619048,0.5520734597156398
Trusilver,19465,1050.0,0.5128197950348757,0.7978142076502732,0.42863145539906106
Agathoclea,10770,1174.0,0.5118311630366812,0.8444444444444444,0.4698891304347826
Keilana,8594,1205.0,0.5115714078992022,0.868421052631579,0.6019731707317073
Coffee,8131,1200.0,0.5070561199264758,0.581081081081081,0.2115155844155844
Tawker,22695,987.0,0.5066729171439941,0.7822878228782287,0.3808982206405694
B,9453,1179.0,0.506380715224578,0.44594594594594594,0.17838518518518517
SpacemanSpiff,3672,1260.0,0.5051683149896036,0.8529411764705882,0.4072176470588235
Seraphimblade,12486,1131.0,0.504900118693033,0.8407079646017699,0.41649411764705885
RyanGerbil10,29201,887.0,0.504636702848805,0.9496644295302014,0.4204217252396166
Rschen7754,7272,1206.0,0.5045545049087924,0.575,0.18184268292682926
Mifter,5856,1224.0,0.5035497830277577,0.9230769230769231,0.8066796296296296
Titoxd,19992,1018.0,0.5034626323668494,0.8883720930232558,0.4282706666666667
Keegan,15106,1084.0,0.5014918628949041,0.8931297709923665,0.27192919708029195
Lar,24874,940.0,0.5007956223115339,0.8725490196078431,0.5497933035714285
Angusmclellan,18052,1038.0,0.5002934077992864,0.8493975903614458,0.41659710982658954
Guerillero,6768,1197.0,0.49827120755087523,0.7037037037037037,0.3446015873015873
Ironholds,19625,1008.0,0.49756174535607045,0.587378640776699,0.30354306220095695
Nihiltres,5460,1213.0,0.4971019175212622,0.9318181818181818,0.6358152173913043
Monty845,6293,1198.0,0.495996427150213,0.8627450980392157,0.4195666666666667
Slgrandson,15830,1057.0,0.49516072655984866,0.762962962962963,0.29928089887640447
Gurch,10912,1128.0,0.4949338747159722,0.828125,0.17999803921568627
Jonathunder,26387,902.0,0.4946511131132545,0.4506172839506173,0.3345127659574468
Heimstern,11084,1124.0,0.4943583943881796,0.8222222222222222,0.48597422680412367
Spartaz,14941,1066.0,0.49364499585694127,0.6695652173913044,0.2689024193548387
Radiant!,23408,940.0,0.4925878871089719,0.6061538461538462,0.13939470588235295
DragonflySixtyseven,11678,1109.0,0.49191480803253806,0.5274725274725275,0.17766990291262136
Jauerback,11459,1112.0,0.49184253276117207,0.8444444444444444,0.4819631578947368
NativeForeigner,6774,1180.0,0.4917663383802277,0.88,0.297231746031746
Tnxman307,5393,1200.0,0.49172680274733893,0.975609756097561,0.520790243902439
JIP,18533,1007.0,0.4910633190293011,0.8314176245210728,0.3371597359735974
Hersfold,5013,1200.0,0.48959928611911685,0.65,0.8459023255813954
Lectonar,5337,1195.0,0.4894901970579976,0.9215686274509803,0.3827145454545454
Fabrictramp,7664,1160.0,0.48905689858033485,0.6323529411764706,0.4682701298701299
MSGJ,3930,1212.0,0.48815124834406853,0.7941176470588235,0.39345882352941175
Kingturtle,7555,1159.0,0.48806202184709785,0.6611111111111111,0.3078461538461538
Jayron32,1334,1248.0,0.48746310438268425,0.8461538461538461,0.5206666666666666
Stwalkerster,7178,1161.0,0.4867205321720136,0.927536231884058,0.555931506849315
Xymmax,7152,1161.0,0.48657496524481947,0.9636363636363636,0.6674084745762712
Elkman,12971,1076.0,0.48646165560415444,0.7172413793103448,0.32245067567567565
Abecedare,5153,1186.0,0.48499849265016215,0.7674418604651163,0.6248044444444444
Cbrown1023,8848,1131.0,0.48453194634179114,0.9,0.547109009009009
hmwith,20805,956.0,0.4841682443594969,0.9230769230769231,0.5675321585903084
Smartse,1674,1234.0,0.48398205650753073,0.6923076923076923,0.6287428571428572
Logan,4441,1192.0,0.4833198906439226,0.35555555555555557,0.20365652173913043
SilkTork,15277,1033.0,0.48283386076221946,0.5319148936170213,0.49935205479452055
Tariqabjotu,5384,1177.0,0.48283026034946397,0.5,0.05000925925925926
Splash,11517,1087.0,0.48255187436798974,0.46794871794871795,0.32289506172839505
Frank,13963,1051.0,0.4824002091340232,0.7661290322580645,0.5214102739726028
Geni,4114,1190.0,0.4807198758288271,0.9142857142857143,0.25172285714285714
Thingg,8410,1127.0,0.4805412419529052,0.9836065573770492,0.6329360655737705
Philippe,12551,1066.0,0.4802640360110183,0.8571428571428571,0.4816058823529412
KrakatoaKatie,6149,1158.0,0.47980559493806085,0.7647058823529411,0.48166125
KTC,5359,1166.0,0.47845952291946964,0.5849056603773585,0.30549814814814813
Shirik,6129,1154.0,0.4781551588402192,0.6181818181818182,0.22232698412698412
Themfromspace,14089,1037.0,0.47772103347350253,0.7739130434782608,0.3423425
TimVickers,8453,1119.0,0.47770506417864933,0.8987341772151899,0.4410928571428571
Chaser,6891,1141.0,0.4774213895526013,0.775,0.3774261363636364
Guettarda,15302,1017.0,0.4768199828075984,0.8757396449704142,0.2844554913294798
28bytes,10367,1086.0,0.4757287218190181,0.7155963302752294,0.5487830508474576
Jclemens,14933,1019.0,0.4755232829562662,0.49572649572649574,0.31267058823529414
Keeper76,25401,865.0,0.4748999981050459,0.9221311475409836,0.6199945736434108
Floquenbeam,2895,1189.0,0.47351041104999403,0.75,0.10230800000000001
EVula,8211,1109.0,0.47250401816399623,0.675,0.2639308510638298
Starblind,15668,1000.0,0.4723306557057929,0.7626262626262627,0.468653431372549
Giants27,17340,975.0,0.47207634425458533,0.7164948453608248,0.25793627450980394
Kimchi.sg,13761,1027.0,0.4720384968535149,0.71875,0.3001111111111111
Valley2city,9500,1086.0,0.4708746246698904,0.8690476190476191,0.6105784090909091
Garion96,19577,939.0,0.4707545448750967,0.9281767955801105,0.35742252747252745
James086,15197,1002.0,0.4704628856016221,0.9364161849710982,0.48270362694300517
Thehelpfulone,6622,1125.0,0.46976148557509273,0.8627450980392157,0.5598763636363636
Kralizec!,4829,1151.0,0.469722966326666,0.6976744186046512,0.3486139534883721
Jahiegel,26553,834.0,0.4694266558022632,0.8211678832116789,0.6345568493150685
Royalbroil,12433,1039.0,0.4692187707260602,0.981651376146789,0.6809747747747747
7,6674,1122.0,0.46889877327563484,0.896551724137931,0.404327868852459
Bobrayner,7742,1103.0,0.46757052243884034,0.890625,0.6838777777777778
Mackensen,13343,1021.0,0.4673905362547783,0.5925925925925926,0.2457034965034965
Rjd0060,7819,1101.0,0.467232393723223,0.76,0.504659493670886
Jehochman,11392,1048.0,0.46685203337186404,0.8709677419354839,0.46887525773195876
Gnangarra,5627,1131.0,0.46649844355362463,0.7021276595744681,0.31683269230769234
Djsasso,4335,1149.0,0.4661879639407465,0.3695652173913043,0.31457708333333334
Hiding,10767,1053.0,0.4652759053143126,0.864406779661017,0.33353385826771653
Feezo,1581,1186.0,0.46499983634487474,1.0,0.5686176470588234
Thryduulf,6958,1106.0,0.46433496586498624,0.9101123595505618,0.4977326315789473
Filelakeshoe,3929,1150.0,0.46429949576994567,0.7058823529411765,0.1185857142857143
Sir Nicholas de Mimsy-Porpington,17191,956.0,0.46393444147951124,0.8220858895705522,0.2166091463414634
CharlotteWebb,15401,982.0,0.46391271841499154,0.5869565217391305,0.22438843537414968
KillerChihuahua,12238,1026.0,0.46312701877210416,0.6320754716981132,0.16141238938053096
VegaDark,7593,1093.0,0.46289015812530465,0.8987341772151899,0.39280365853658533
Orangemike,976,1188.0,0.46238183669285726,1.0,0.80545
Calmer Waters,4231,1140.0,0.4621441577704315,0.875,0.6632666666666667
Deskana,8843,1072.0,0.46181164500963845,0.44642857142857145,0.28651525423728813
Rje,24305,845.0,0.4610714845587083,0.8081761006289309,0.5294458715596331
Syrthiss,5640,1116.0,0.46080199624799095,0.9491525423728814,0.46873666666666663
Fuzheado,682,1188.0,0.46073581066996966,1.0,0.30354705882352945
TigerShark,12959,1008.0,0.4602406247146802,0.24786324786324787,0.04997563025210084
Ajraddatz,12194,1017.0,0.4594191362799295,0.8333333333333334,0.4104672131147541
Jenks24,3689,1140.0,0.45910964721123054,0.9375,0.6050787878787879
Wifione,10866,1033.0,0.45813787169093645,0.851063829787234,0.5966561224489796
LadyofShalott,2108,1157.0,0.45679651983069447,0.875,0.42781875
zzuuzz,2373,1153.0,0.45674172120401935,0.85,0.333575
Firsfron,8571,1061.0,0.45605802177129967,0.7916666666666666,0.5512
TomStar81,5187,1109.0,0.45557346478572375,1.0,0.724165909090909
thumperward,2707,1145.0,0.4555347732687441,0.7368421052631579,0.39742500000000003
Snowolf,8819,1055.0,0.45513881399992073,0.73,0.2611362745098039
Tavix,4807,1113.0,0.4549844096959632,0.5306122448979592,0.42709387755102035
Ruslik0,3012,1139.0,0.45493469299159844,0.9523809523809523,0.5974095238095238
"Chase me ladies, I'm the Cavalry",2536,1144.0,0.45419277540142877,0.6470588235294118,0.5283294117647059
Slp1,2103,1149.0,0.45369160311392637,0.9411764705882353,0.5417777777777778
Cindamuse,4425,1115.0,0.4536149263810339,0.5609756097560976,0.5752195121951219
Dekimasu,7989,1063.0,0.45356879286256935,0.5423728813559322,0.3424986301369863
Bencherlite,6568,1081.0,0.4525360773416895,0.9814814814814815,0.5573327586206897
Kww,1430,1154.0,0.4518467361138626,0.5555555555555556,0.4564333333333333
Dylan620,9733,1033.0,0.45179451290205325,0.74,0.48616
Atama,18710,902.0,0.4516696784951998,0.72,0.5292548913043479
Jossi,13750,974.0,0.45159229546124047,0.8582677165354331,0.3973993006993007
Athaenara,14807,957.0,0.45097168938601767,0.7819548872180451,0.5083848920863309
AuburnPilot,8264,1050.0,0.45010844305404585,0.8857142857142857,0.5141410958904109
TeaDrinker,1925,1142.0,0.4500027218431357,1.0,0.6745
Delirium,1222,1152.0,0.44991296992707874,1.0,0.5291333333333333
Secretlondon,1401,1148.0,0.44937668069506914,0.813953488372093,0.19285454545454545
Nick-D,5020,1095.0,0.4492538618302845,0.875,0.6450309523809524
Neutralhomer,5603,1086.0,0.44905638177467616,0.95,0.6821975609756097
Feydey,8066,1050.0,0.44899989491618275,0.8607594936708861,0.47512298850574713
Download,10729,1011.0,0.44890930749764424,0.7606837606837606,0.4555
Tone,10948,1007.0,0.44859696738439486,0.9292035398230089,0.5803882352941176
Bilby,1211,1146.0,0.44754369161172736,0.7,0.5471454545454546
Carrite,10984,1003.0,0.4472600600528175,0.8414634146341463,0.2794142857142857
Deckiller,11510,994.0,0.4467434525029759,0.9615384615384616,0.4973892561983471
Closedmouth,2360,1127.0,0.44666893774042227,0.8823529411764706,0.030782352941176476
Herostratus,3358,1112.0,0.44648723748425895,0.9615384615384616,0.5450148148148148
Someguy1221,6752,1062.0,0.4462585509802942,0.6923076923076923,0.24041929824561406
Dreadstar,10761,1003.0,0.4460115437157293,0.8604651162790697,0.6933116279069768
Yanksox,16418,919.0,0.4453758555287008,0.7831325301204819,0.35227127071823205
Hawkeye7,3109,1112.0,0.44509315421997664,0.9565217391304348,0.521095652173913
Haukurth,12291,976.0,0.44419298212369224,0.9823008849557522,0.49327863247863246
Brewcrewer,7468,1045.0,0.4437287786676406,0.9545454545454546,0.33496268656716416
Admrboltz,4552,1087.0,0.4435567340638668,0.5094339622641509,0.23699444444444442
Ixfd64,7835,1039.0,0.4434758195245732,1.0,0.5084285714285715
Nakon,5511,1072.0,0.4431566834169123,0.2711864406779661,0.0747625
Journalist,15692,923.0,0.44284964056166437,0.836,0.2729875
Jusjih,24788,790.0,0.4426218240138917,0.7800687285223368,0.3076320241691843
delldot,4224,1089.0,0.44248958205926386,0.9411764705882353,0.6440942307692308
CactusWriter,1718,1125.0,0.44230532361509006,0.9333333333333333,0.786075
Coren,10485,997.0,0.4421586024885915,0.7313432835820896,0.33576623376623377
Jac16888,2089,1118.0,0.44169014399928336,0.6842105263157895,0.4551578947368421
RP459,21817,830.0,0.4413726186025919,0.8177339901477833,0.36001249999999996
Scientizzle,4734,1074.0,0.43957570255422584,0.7441860465116279,0.6072041666666667
Ioeth,2199,1109.0,0.4388444656143355,0.8214285714285714,0.7214714285714285
MastCell,8534,1016.0,0.4385431765287542,0.7916666666666666,0.6176465753424658
Gamaliel,2242,1106.0,0.4379313647631565,0.4666666666666667,0.0462
AniMate,14267,930.0,0.4375637608981393,0.6545454545454545,0.2897787610619469
Protonk,16371,899.0,0.43742040762184986,0.8916666666666667,0.47873106060606063
AlexiusHoratius,6379,1044.0,0.4372471485247782,1.0,0.5662327272727273
Sjones23,2105,1106.0,0.43716433903140284,0.75,0.4207294117647059
Samir,7436,1027.0,0.43662654244955545,0.8428571428571429,0.34308611111111115
JayHenry,22021,814.0,0.4363609129544229,0.7294117647058823,0.4429988950276243
Sharkface217,27906,727.0,0.4358478885904814,0.910828025477707,0.4688649425287356
Tyrenius,11819,958.0,0.4346273055992448,0.6923076923076923,0.5539115384615385
TreasuryTag,6727,1032.0,0.43458012124260753,0.4745762711864407,0.1469
BorgQueen,1080,1113.0,0.43411795055547997,0.9230769230769231,0.5523076923076923
Redvers,8202,1009.0,0.4339920911507367,0.8169014084507042,0.28739859154929576
Zagalejo,2739,1085.0,0.4326370094868292,0.7647058823529411,0.1265647058823529
Rodhullandemu,10422,972.0,0.43219049801115955,0.8888888888888888,0.4784955752212389
OwenX,4885,1052.0,0.43195957201600715,0.589041095890411,0.3376712328767123
Cryptic,3152,1075.0,0.4311031302918746,0.6216216216216216,0.12098648648648648
ESkog,5610,1039.0,0.4310186497935361,0.7384615384615385,0.393661038961039
Woody,4534,1054.0,0.43076364926811705,0.8043478260869565,0.6153782608695653
Jafeluv,8113,1001.0,0.4304168812845722,0.8169014084507042,0.40375068493150684
DaGizza,13514,922.0,0.43027099566055516,0.753731343283582,0.3555115646258503
Killiondude,2238,1086.0,0.43021666215897286,0.75,0.50094375
ElKevbo,1614,1095.0,0.43018459436785195,0.3,0.21965
Huldra,1198,1101.0,0.430163215840438,0.625,0.4252375
Tiggerjay,3384,1069.0,0.43009434287299153,0.8571428571428571,0.57308125
DerHexer,5794,1032.0,0.42935650804752545,0.9772727272727273,0.3709510638297872
Arjun01,6243,1025.0,0.42917802921330117,0.6835443037974683,0.4784395061728395
Erik,1021,1101.0,0.429172240989924,0.7777777777777778,0.5583333333333333
John254,15347,892.0,0.4289950024892806,0.896551724137931,0.36164187192118225
Sj,8597,987.0,0.4277420502369554,0.9692307692307692,0.3633237762237762
Hoary,4558,1041.0,0.42589801873937316,0.8484848484848485,0.4080281690140845
Ghmyrtle,502,1100.0,0.4258818857893948,1.0,0.86836
Kevin,1257,1089.0,0.4258781561752247,0.6666666666666666,0.17115833333333333
Hiberniantears,20168,813.0,0.42560185464324046,0.7929292929292929,0.5058638613861386
SchmuckyTheCat,3625,1053.0,0.4252897901596757,0.7948717948717948,0.3466068181818182
Amalthea,2833,1064.0,0.42508636683899265,0.7391304347826086,0.5977391304347826
Majoreditor,26387,719.0,0.4242664977286391,0.6642335766423357,0.48279457627118644
Richwales,3365,1054.0,0.4242187362723497,0.7407407407407407,0.6389483870967743
Durova,5894,1017.0,0.4241471500751952,0.8518518518518519,0.5571017543859649
Blurpeace,2210,1068.0,0.4231368208527638,0.8888888888888888,0.26628888888888885
Tikiwont,4874,1028.0,0.4226672167775789,0.6481481481481481,0.39468983050847456
Anthony Bradbury,6331,1006.0,0.4223630249668814,0.7407407407407407,0.5104767857142857
Johnuniq,2081,1067.0,0.4220299695601467,0.6428571428571429,0.6548285714285714
Maunus,1729,1072.0,0.4219822942381337,0.9230769230769231,0.4151076923076923
MacGyverMagic,4264,1034.0,0.4215596850241779,0.84375,0.38869714285714285
Cunard,2116,1065.0,0.4214566942698311,0.6875,0.459725
Nancy,5295,1016.0,0.4204088966371456,0.8723404255319149,0.5681020833333333
Moreschi,14619,878.0,0.4195345131432292,0.6181818181818182,0.16546607142857145
Michig,2823,1049.0,0.4192611487900718,0.6666666666666666,0.5466884615384615
Gimmetrow,3402,1040.0,0.41904127382258755,0.8461538461538461,0.3504035714285714
MBK004,6024,1001.0,0.4187211385573198,0.8793103448275862,0.40230491803278684
Balloonman,23166,750.0,0.41815607186354947,0.5594059405940595,0.2938348017621146
MilborneOne,507,1078.0,0.41744834096770134,1.0,0.46365
Faithlessthewonderboy,7778,972.0,0.41738746126110915,0.8857142857142857,0.62306625
ReyBrujo,1880,1056.0,0.41667385600760737,0.7333333333333333,0.31838947368421056
Johnleemk,5652,1001.0,0.41663841175284977,0.8548387096774194,0.14180281690140845
Robofish,13386,885.0,0.4153235892497532,0.6697247706422018,0.41047105263157896
Mangojuice,5812,995.0,0.41522651592019827,0.5961538461538461,0.39856111111111114
Kbdank71,11357,914.0,0.4151176163544873,0.8235294117647058,0.30758071428571426
Ruhrfisch,4456,1014.0,0.41494233310191925,1.0,0.6330230769230769
Dwaipayanc,7378,969.0,0.41399412391966084,0.9859154929577465,0.5738760563380281
Nightstallion,9291,941.0,0.41393525975513745,0.944,0.4700424460431654
RHaworth,228,1072.0,0.41357860355665654,0.6,0.21672000000000002
Miranda,14072,870.0,0.41339508586726015,0.48502994011976047,0.14944606741573033
Brookie,11468,906.0,0.41266215208212387,0.9122807017543859,0.4864423728813559
Strikerforce,5057,999.0,0.4125379378420607,0.6190476190476191,0.35684716981132075
Samsara,4774,1002.0,0.41210734398067833,0.5957446808510638,0.3451816326530612
BuickCenturyDriver,15070,851.0,0.4116749240726353,0.9940119760479041,0.37219651162790696
Orderinchaos,12577,886.0,0.41117883370744324,0.8532110091743119,0.6185771929824561
Anetode,6304,977.0,0.41105801315787205,0.9215686274509803,0.5645075471698113
Aqwis,10607,914.0,0.4109185703777332,0.8080808080808081,0.414894
Tinucherian,13338,874.0,0.4108240810764717,0.9107142857142857,0.5752368421052632
JPG-GR,3668,1014.0,0.41053053546234297,0.21875,0.15056666666666668
Scott5114,2499,1029.0,0.40975485323580635,0.9047619047619048,0.5107409090909091
DESiegel,1788,1039.0,0.4096203114959973,0.6470588235294118,0.5317714285714286
Sarah,12023,890.0,0.40961559995107577,0.528,0.386890977443609
Begoon,7394,957.0,0.4094683189517803,0.7846153846153846,0.6837975308641975
Scorpion0422,1862,1037.0,0.409265386596473,0.7647058823529411,0.5086117647058823
FT2,884,1051.0,0.40917444602740105,1.0,0.8944333333333332
Mitchazenia,2913,1020.0,0.40861118815343617,0.7241379310344828,0.573990625
Pichpich,6114,973.0,0.4084557933052995,0.8846153846153846,0.5109096153846153
FeydHuxtable,17639,805.0,0.40836574853270263,0.9874213836477987,0.5255081761006289
Cyde,13435,866.0,0.4082902346125422,0.4473684210526316,0.18345882352941179
KnightLago,1719,1035.0,0.4076955377276744,0.6153846153846154,0.3838076923076923
Aldux,8613,933.0,0.40706239911522873,0.8192771084337349,0.5069590361445783
Viridae,11521,889.0,0.4064204231260196,0.6880733944954128,0.3955863247863248
Ww2censor,736,1045.0,0.4060381419802959,0.5714285714285714,0.5103142857142856
Hobit,15578,827.0,0.4052883086501209,0.7431192660550459,0.3814811023622047
Skomorokh,6988,952.0,0.4052721584732872,0.8333333333333334,0.40531666666666666
