User,Participation,total_score,Power Score,Positive_Vote_Ratio,Average_Polarity
Fuhghettaboutit,848,1041.0,0.405126737974363,0.6153846153846154,0.47609230769230765
Edison,1573,1030.0,0.4049550465211227,0.9090909090909091,0.6280666666666667
NoSeptember,10983,892.0,0.40456215363254083,0.9896907216494846,0.5961188118811881
Coemgenus,9656,911.0,0.40444033392536294,0.8387096774193549,0.4514294736842105
Berig,1540,1029.0,0.40438567311353013,0.4166666666666667,0.09874166666666667
Jfdwolff,6499,956.0,0.40407284203490507,0.9528301886792453,0.2990663551401869
Ericorbit,3243,1003.0,0.4039203068447464,0.9565217391304348,0.5337391304347826
Scarian,11713,877.0,0.40287999428068405,0.6991150442477876,0.6384163793103449
Bsadowski1,1064,1031.0,0.40248990936951434,1.0,0.5592857142857143
Eluchil404,13149,854.0,0.40207361379802203,0.7565217391304347,0.44466484375
Vejvančický,2565,1007.0,0.40166283082022225,0.8095238095238095,0.5518809523809524
Raul654,2838,1003.0,0.4016528220172992,0.765625,0.3743859375
Alkivar,11264,880.0,0.4015200115764468,0.6778523489932886,0.34335935483870966
Jc37,6618,947.0,0.40127755220167827,0.5686274509803921,0.5636014925373134
Aervanath,951,1029.0,0.4010880223397859,1.0,0.2813875
Trödel,2630,1004.0,0.4008729019843615,0.45454545454545453,0.35043913043478264
Kablammo,4567,973.0,0.3997945611372481,0.8918918918918919,0.4715594594594595
Plutonium27,13838,837.0,0.3993926758302052,0.4336283185840708,0.3686113821138211
Bastique,6239,947.0,0.3991556343014252,0.86,0.4604862745098039
Ghirlandajo,8363,916.0,0.3991242555845158,0.6486486486486487,0.32531666666666664
KnowledgeOfSelf,8674,911.0,0.3989423830597996,0.898876404494382,0.6026408163265305
Buster7,3040,993.0,0.39893761122088445,0.5,0.4155875
Jmabel,1093,1021.0,0.39880611863446164,1.0,0.46510666666666667
Elockid,2224,1002.0,0.39783058765971446,0.9411764705882353,0.5000888888888889
America69,29674,602.0,0.39766951656275995,0.6446540880503144,0.33909604863221887
LAAFan,5289,954.0,0.39652915042317766,0.6530612244897959,0.15501754385964914
Bduke,5668,948.0,0.39634337601573844,0.9811320754716981,0.7439018867924528
Denelson83,3461,980.0,0.39629467569583576,0.7887323943661971,0.38038139534883725
Warofdreams,3523,979.0,0.3962571814452987,0.9733333333333334,0.34215066666666666
WilyD,7751,917.0,0.39608244945209986,0.5245901639344263,0.0783859375
Hu12,3107,984.0,0.39585118753326937,1.0,0.6311730769230769
Ucucha,3483,978.0,0.3956486169419231,0.9032258064516129,0.29699677419354836
SmokeyJoe,4826,958.0,0.3954754009119897,0.9705882352941176,0.3485388888888889
Zscout370,3509,977.0,0.3954095684845018,0.8055555555555556,0.39472926829268296
Jdforrester,2752,988.0,0.39540210064273396,0.9523809523809523,0.2615047619047619
Jni,5882,942.0,0.39523381149341336,0.9393939393939394,0.37002815533980576
Roux,7871,913.0,0.395215835269919,0.425,0.15539382716049382
Reyk,14514,816.0,0.3951004928603298,0.8125,0.4623801470588235
Pmanderson,5581,946.0,0.3950870559132042,0.58,0.19548148148148148
FloNight,10793,870.0,0.3950368568568913,0.7745098039215687,0.5346504761904762
henrik,4017,968.0,0.3947921838312181,0.8461538461538461,0.660051282051282
RexxS,3274,978.0,0.39447848279640096,0.96,0.724088
Horologium,4429,961.0,0.3944065520621407,0.6470588235294118,0.13743999999999998
Reywas92,872,1011.0,0.39372264590715755,0.8181818181818182,0.38015454545454547
Chuq,588,1015.0,0.3936710687024216,1.0,0.5159222222222222
Nichalp,6617,927.0,0.39357964578140153,0.8446601941747572,0.3552594339622641
TenOfAllTrades,7062,918.0,0.3926095412660705,0.8541666666666666,0.4010813725490196
Xavexgoem,3024,976.0,0.39230957003491884,0.8260869565217391,0.5086961538461539
Jkelly,6403,926.0,0.391996902611419,0.5882352941176471,0.1983220588235294
Benjiboi,6063,930.0,0.3916317966404187,0.9622641509433962,0.58395
Buggie111,4716,949.0,0.39139800237386063,0.8108108108108109,0.4615177777777778
Pointillist,1842,988.0,0.39030725819093903,0.6153846153846154,0.5946285714285714
Infrogmation,878,1002.0,0.3902946998134332,0.8846153846153846,0.22686538461538458
Jerry,1535,992.0,0.3901269102429159,0.5333333333333333,0.4274588235294118
TravisTX,3988,956.0,0.3900144361047324,0.75,0.5285425
Friday,14838,798.0,0.38999140379921066,0.38461538461538464,0.06769854014598539
Gidonb,5073,939.0,0.3895505944126418,0.96875,0.787484375
Aude,4156,952.0,0.38941656086506377,0.8235294117647058,0.6708176470588235
Kafziel,5418,933.0,0.38917446325425636,0.8301886792452831,0.40977592592592593
Kaldari,1063,992.0,0.3874843106415453,0.9090909090909091,0.34168181818181814
Jpgordon,2423,972.0,0.387406272987085,0.6956521739130435,0.16477083333333334
Kraftlos,10639,850.0,0.3864823450573568,0.3523809523809524,0.3340324324324324
EyeSerene,4440,940.0,0.3863912149928767,0.7142857142857143,0.6642204545454545
Lenticel,5999,917.0,0.38627347805040235,0.54,0.3478754716981132
Whispering,779,990.0,0.385125041129117,0.875,0.476425
Geogre,10578,846.0,0.38460236111278595,0.6031746031746031,0.2432736111111111
Alex43223,6686,901.0,0.3839659580112629,0.8309859154929577,0.5065308641975309
Ret.Prof,20169,702.0,0.3829151456789018,0.8955223880597015,0.5606004975124378
Stormie,3255,947.0,0.38244903004191294,0.8703703703703703,0.4518685185185185
BOZ,1351,972.0,0.38140443660431117,0.8571428571428571,0.68584
Alai,6434,898.0,0.3814012324092274,0.6571428571428571,0.4301594594594595
Carcharoth,4980,919.0,0.38133760501921654,0.8857142857142857,0.5868599999999999
Theleftorium,5695,906.0,0.3803406955170554,0.8627450980392157,0.6045333333333334
BarkingFish,1628,962.0,0.37910913040557187,0.5,0.33992142857142854
Gatoclass,2154,954.0,0.3789771382403456,0.7894736842105263,0.432265
Melburnian,843,973.0,0.37894489818067184,1.0,0.7312454545454545
WilliamH,2681,946.0,0.3788507448030884,0.5333333333333333,0.515725
Ynhockey,3265,937.0,0.37865886347544914,0.6818181818181818,0.3394652173913043
DoriSmith,3596,929.0,0.3774351193562669,0.5483870967741935,0.23396874999999998
Scott MacDonald,3539,929.0,0.3771159918620336,0.6,0.06247307692307692
Ragesoss,7524,870.0,0.37673461512621254,0.9833333333333333,0.6438819672131147
Rspeer,10470,825.0,0.37592077541521024,0.6293103448275862,0.3136752066115703
Leonard^Bloom,2366,941.0,0.3751640685697748,1.0,0.633791304347826
Morven,3789,920.0,0.37505413539274646,0.96,0.38562399999999997
Sgeureka,3531,923.0,0.3747635097305892,0.9090909090909091,0.5723409090909091
Staxringold,4328,911.0,0.37461031130650196,0.8297872340425532,0.593646
Danny,6200,882.0,0.37393728391063397,0.9307692307692308,0.1172827067669173
Hesperian,1554,949.0,0.37369482453586544,0.8235294117647058,0.26870588235294113
Nehrams2020,1308,952.0,0.3734713836093363,0.9285714285714286,0.8409642857142857
Leithp,2620,931.0,0.37273999162774835,0.7894736842105263,0.49343333333333333
Dtobias,2161,936.0,0.37209325241305174,0.7142857142857143,0.12545714285714285
Davidcannon,2890,925.0,0.3719439558716875,0.859375,0.20999428571428572
Smallman12q,3857,910.0,0.37158869504848496,0.8709677419354839,0.2826258064516129
Carioca,5973,879.0,0.37151252650782357,0.9295774647887324,0.6078138888888889
Taxman,7868,851.0,0.3713528852398581,0.7294117647058823,0.6094090909090909
Gigs,5244,887.0,0.37050797689534165,0.5813953488372093,0.1273469387755102
Karanacs,3891,906.0,0.3702405902609696,0.6538461538461539,0.5559142857142857
Moondyne,4072,903.0,0.37010011386951347,0.825,0.6073725000000001
RayAYang,16298,725.0,0.37008862355703553,0.8848920863309353,0.7038685314685315
Jayen466,3047,917.0,0.36974603308589826,0.7619047619047619,0.4626045454545454
DS1953,17056,713.0,0.36971707474215704,0.995475113122172,0.4740276785714285
Hurricanehink,1201,943.0,0.36941078125511423,0.46153846153846156,0.29624666666666666
RxS,1848,933.0,0.3691870044049069,0.18181818181818182,-0.07337272727272728
Sallicio,2708,917.0,0.3678480643044054,0.9130434782608695,0.6546333333333333
MaxSem,6049,868.0,0.36770726060269876,0.8035714285714286,0.2686842105263158
Quiddity,2281,922.0,0.36738048438471704,0.7619047619047619,0.5484304347826088
Quadell,4662,886.0,0.36686490183276516,0.864406779661017,0.284475
172,7623,842.0,0.36651965842591333,0.8967391304347826,0.19098138297872339
SCZenz,5506,872.0,0.36620561285399034,0.5217391304347826,0.18833265306122451
Accounting4Taste,4503,886.0,0.36597470408569327,1.0,0.7648076923076923
Rdsmith4,4278,889.0,0.3658688364465132,0.828125,0.10738153846153846
AlexandrDmitri,7848,837.0,0.3658562952958626,0.855072463768116,0.4721708333333333
Hipocrite,13066,760.0,0.3654550732227484,0.36607142857142855,0.10948492063492063
Kmweber,13330,755.0,0.36501006048348894,0.052941176470588235,-0.07406337209302326
Carnildo,6724,851.0,0.3649479404433159,0.8225806451612904,0.20639848484848483
Sunderland06,5909,862.0,0.3646157463793457,1.0,0.6389452380952381
Bigtimepeace,2117,916.0,0.36415460069010785,0.7142857142857143,0.75448125
Celestianpower,6192,856.0,0.3638924940868819,0.9692307692307692,0.6026030303030303
Calton,4918,874.0,0.3636827915774459,0.6176470588235294,0.04888857142857142
Stanistani,7704,829.0,0.36197315539140273,0.9672131147540983,0.5680484375
Irpen,8573,816.0,0.36183844999646847,0.5897435897435898,0.42154230769230766
DDima,2460,904.0,0.36145957976809207,0.8421052631578947,0.48164210526315787
Physchim62,627,929.0,0.36081249601628973,0.5555555555555556,0.40397777777777777
Werdna,2322,904.0,0.3606869553083693,0.6842105263157895,0.15979473684210524
IZAK,570,928.0,0.360108753137441,0.5555555555555556,0.22024
MJ94,3851,878.0,0.35924741037297864,0.7105263157894737,0.4017102564102564
Resolute,990,917.0,0.35822944965365405,0.8181818181818182,0.5943636363636364
RoyBoy,1617,907.0,0.35789369824406664,1.0,0.5772518518518518
Arakunem,1056,915.0,0.3578297349303777,1.0,0.6549111111111111
Lupo,1596,907.0,0.35777612495671757,0.88,0.38685185185185184
Trebor,1801,903.0,0.3573854026519021,0.7058823529411765,0.4376333333333333
MoRsE,2091,898.0,0.3570859568398368,0.9655172413793104,0.5275366666666667
Jacoplane,4340,865.0,0.3569851883498223,0.9090909090909091,0.5523590909090909
Salih,1965,899.0,0.35676513250035746,0.5625,0.32581875
Maclean25,1263,909.0,0.3566809793122695,0.8,0.46792
Thincat,684,917.0,0.3565162388951384,0.8,0.62208
Jimbo Wales,1068,911.0,0.3563584581275442,0.6666666666666666,0.16404999999999997
Eusebeus,7928,811.0,0.35630419353338305,0.8135593220338984,0.47639830508474573
Chris G,4154,864.0,0.3555592095629719,0.9666666666666667,0.4754918918918919
Betacommand,2220,892.0,0.35550050044014614,0.7222222222222222,0.41905
Jiang,1638,899.0,0.3549343484544927,0.96875,0.1740765625
GTBacchus,1261,904.0,0.35474670493325455,0.7777777777777778,0.73354
Apoc2400,2326,887.0,0.3541708886817838,0.5384615384615384,0.40622
GregAsche,4470,855.0,0.35386686913963916,0.8552631578947368,0.5333506329113924
Nomoskedasticity,1027,905.0,0.35382121797312266,0.8333333333333334,-0.0010833333333333435
Nathan,3322,870.0,0.35320876020045167,0.7619047619047619,0.11015217391304348
Vodello,7587,806.0,0.35247195037287526,0.25757575757575757,-0.04493283582089552
Anthonyhcole,1517,894.0,0.3523338254471661,0.9,0.7996800000000001
Khukri,6943,814.0,0.35194329263775886,0.8857142857142857,0.6073450704225352
Timmeh,14368,705.0,0.3515907708845473,0.6918238993710691,0.43840545454545454
Shanel,5157,839.0,0.35155934910049974,1.0,0.6030836363636364
Oldelpaso,3586,861.0,0.3512252859227306,1.0,0.5551275
Ugen64,8613,787.0,0.35090855296138257,0.9175824175824175,0.2535718085106383
Youngamerican,7368,805.0,0.3508612135630477,0.918918918918919,0.4584381578947368
Rocksanddirt,4734,843.0,0.35072954870807194,0.9629629629629629,0.3153410256410256
Badagnani,657,902.0,0.3505958424707445,0.8,0.59478
Moncrief,650,902.0,0.3505566513749615,0.5384615384615384,0.22777692307692307
Hahnchen,5796,826.0,0.35013693627269427,0.9122807017543859,0.3624474576271186
Seav,327,904.0,0.34951749301020346,1.0,0.48360000000000003
Danaman5,5146,833.0,0.34919007078514835,0.76,0.510951923076923
Rd232,2199,875.0,0.3488444656143355,0.8,0.3976117647058824
Nev1,2505,870.0,0.3486345994497742,0.7272727272727273,0.504404347826087
Happy-melon,739,895.0,0.34836263047189525,1.0,0.54145
One,7673,794.0,0.3483380563628251,0.7068965517241379,0.2613918918918919
Krashlandon,2614,867.0,0.3480910146445497,0.9333333333333333,0.5105733333333333
Hokeman,16213,669.0,0.3480742701412085,0.7124183006535948,0.5439276470588235
Terrillja,1348,885.0,0.34792610195886575,0.5714285714285714,0.279675
Briangotts,6501,809.0,0.34754557795238156,0.8133333333333334,0.35242666666666667
Ncmvocalist,7929,788.0,0.34746363841519823,0.6530612244897959,0.3267478260869565
FeloniousMonk,5568,821.0,0.34693734937268406,0.6949152542372882,0.33022881355932204
Williamborg,5150,827.0,0.3469047733893321,0.9655172413793104,0.38546428571428576
Dravecky,1415,881.0,0.34676275519432753,0.7857142857142857,0.4981071428571429
Livitup,1217,882.0,0.34603882244107986,0.9090909090909091,0.6715363636363636
Jondel,2018,870.0,0.3459080189288686,0.9523809523809523,0.5086761904761905
Tznkai,2079,869.0,0.34586492595036256,0.8333333333333334,0.46303
Lawrencekhoo,2735,857.0,0.34492230688264547,0.9565217391304348,0.7183541666666667
Pakaran,842,883.0,0.34432391483731817,0.9130434782608695,0.30440833333333334
LindsayH,1895,867.0,0.3440655292348348,0.8,0.5997466666666667
TUF-KAT,3162,844.0,0.34231296372541087,0.9903846153846154,0.19188173076923076
SusanLesch,1359,870.0,0.342218457197294,1.0,0.7068500000000001
IShadowed,3890,832.0,0.3417734530714622,0.6944444444444444,0.4164526315789474
Rockfang,2481,851.0,0.3411925376708258,0.11764705882352941,-0.06137894736842105
Bart133,4814,817.0,0.34117744694559243,0.9491525423728814,0.2216344262295082
Franamax,1980,858.0,0.3410798826506618,0.4444444444444444,0.5276000000000001
Harland1,3573,831.0,0.33961404092067204,0.7209302325581395,0.46032045454545456
WarthogDemon,2247,849.0,0.3391132045568478,0.5652173913043478,0.19731785714285713
Kicking222,10476,729.0,0.3390312908599474,0.6288659793814433,0.4669364485981309
Dayewalker,1317,858.0,0.33736792600721116,0.8181818181818182,0.6118545454545454
Sam Spade,2018,845.0,0.336292634313484,0.7142857142857143,0.27055098039215686
Rivertorch,692,863.0,0.3357917979496597,1.0,0.6915666666666667
Evilphoenix,2740,832.0,0.3353349159071059,0.5,0.39001
Kittybrewster,1411,851.0,0.33520189874399,0.9090909090909091,0.4852727272727273
Quartermaster,4108,810.0,0.33453243730716686,0.868421052631579,0.5061923076923077
Conti,1453,848.0,0.334283199164842,0.625,0.3115
JPD,2051,838.0,0.33378508464415346,0.9583333333333334,0.5929384615384615
Haza-w,7886,753.0,0.3337613546509925,0.9210526315789473,0.5929139534883721
Fr33kman,2512,831.0,0.3336737905455573,0.8888888888888888,0.44674285714285716
Natl1,6556,767.0,0.33169966183683064,0.9879518072289156,0.5871595238095237
Hbdragon88,2427,826.0,0.3312748217451149,0.5333333333333333,0.2108625
Jwrosenzweig,3703,804.0,0.3299572601720274,0.9538461538461539,0.41841654676258994
Cailil,1431,836.0,0.32954464253413934,0.8888888888888888,0.44199
Gran2,712,846.0,0.32936531097057825,1.0,0.4744833333333333
Moriori,1316,837.0,0.32928540420231905,0.6153846153846154,0.3875666666666666
HiDrNick,6967,754.0,0.32900073903209187,0.8367346938775511,0.23205199999999998
SirFozzie,1669,828.0,0.3278002167138395,0.7692307692307693,0.4662
Dirtlawyer1,2649,813.0,0.3275177393542341,1.0,0.8168105263157894
Rhobite,2095,821.0,0.32749296713632814,0.6896551724137931,0.23047931034482758
Davidruben,825,839.0,0.32730565953876817,1.0,0.7790222222222222
Pedant,1623,825.0,0.3263888290734191,0.7096774193548387,0.5768972972972972
Bunchofgrapes,4184,786.0,0.3257271714020421,0.6511627906976745,0.3366581395348837
Cynical,7471,738.0,0.3256686517746245,0.32967032967032966,0.18976145833333333
Townlake,17590,589.0,0.3250144877852983,0.3050847457627119,0.26245699481865287
Marskell,7401,736.0,0.32450751004756334,0.7888888888888889,0.46744591836734695
Encephalon,6492,749.0,0.3244182663237374,0.9213483146067416,0.4254430107526882
Wsiegmund,6388,747.0,0.3230667678457301,0.9206349206349206,0.483025
Mark,2663,800.0,0.3225961215458002,0.9523809523809523,0.3365909090909091
Shoessss,8286,718.0,0.3225393073770562,0.589041095890411,0.6815258823529411
Nunh-huh,853,826.0,0.32246242392190033,0.8235294117647058,0.3634764705882353
GRBerry,5936,751.0,0.32207460434220114,0.40540540540540543,-0.004053333333333324
Giants2008,1142,819.0,0.3213881486126352,0.8,0.68905
Halibutt,1073,820.0,0.3213864517673892,0.875,0.5335666666666666
Stubbleboy,3477,780.0,0.3194611784202629,0.7948717948717948,0.4492512195121951
Chalst,576,820.0,0.3186038839667935,0.875,0.7010625
ThinkBlue,4168,765.0,0.3175606686776149,0.9393939393939394,0.6376727272727273
Reedy,801,812.0,0.3167866746828966,0.8333333333333334,0.3349166666666667
Cla68,4916,752.0,0.316748517198431,0.95,0.6609951219512195
Becksguy,991,809.0,0.31669658684316154,1.0,0.86555
Gmaxwell,4281,760.0,0.3162702480150356,0.65,0.2898275
Dekkappai,1480,800.0,0.31597282635846674,0.375,0.09659
Katalaveno,6868,721.0,0.31575415727085265,0.8888888888888888,0.7099753846153847
RMHED,11565,651.0,0.3151283056181943,0.8130841121495327,0.4037691588785047
Sluzzelin,2949,776.0,0.3149665885141665,0.9565217391304348,0.578904
Gungadin,468,812.0,0.3149222982692178,1.0,0.6938
Johnfos,1480,797.0,0.31481898020462057,0.9285714285714286,0.6237071428571428
Duk,7695,704.0,0.31384584376275865,0.9666666666666667,0.37449780219780215
ThuranX,867,803.0,0.3136946522673125,0.625,0.39521111111111107
Sannse,2050,781.0,0.3118564089931075,0.9166666666666666,0.3718083333333333
ImperfectlyInformed,1371,790.0,0.3115164111636913,0.5,0.18322
ais523,2078,778.0,0.31085932722239357,0.5,0.14986129032258064
Triona,5812,723.0,0.31061113130481366,0.8909090909090909,0.3190607142857143
Collect,5471,727.0,0.3102404266058444,0.6216216216216216,0.37201951219512197
Akhilleus,3392,757.0,0.3101391326967436,0.9393939393939394,0.6754484848484849
Slrubenstein,1716,781.0,0.3099864338514597,0.7692307692307693,0.3674733333333334
Zaxem,13598,608.0,0.3099720580407208,0.5423728813559322,0.4259158192090396
Manxruler,531,796.0,0.30912117197741906,1.0,0.6162
Capitalistroadster,1896,776.0,0.3090711279628038,0.8888888888888888,0.6043851851851852
Oakshade,1514,781.0,0.3088554908017206,0.3076923076923077,0.18700769230769232
Str1977,674,791.0,0.3079987131539099,0.75,0.285725
Flowerparty,2961,755.0,0.3069568501728715,0.972972972972973,0.30664864864864866
Atlan,612,789.0,0.30688236125060075,0.2857142857142857,0.06574285714285714
Doc9871,1608,774.0,0.30668946353849946,0.8461538461538461,0.3908
Xxanthippe,967,779.0,0.3050237558334439,0.42857142857142855,0.44608571428571425
Springeragh,5491,711.0,0.3041985550113784,0.94,0.44935
JimMillerJr,2813,748.0,0.303435930741151,0.6666666666666666,0.6309333333333333
Avenue,1966,758.0,0.3025399619975572,0.8235294117647058,0.6209058823529412
Skinny87,3482,734.0,0.30179686436780023,0.5925925925925926,0.43120740740740743
Alphax,7036,679.0,0.3005408974157995,0.8356164383561644,0.2513324675324675
Walkerma,757,768.0,0.29961725372918346,1.0,0.7765636363636363
Zocky,1870,750.0,0.29892556103560963,0.6666666666666666,-0.10010000000000001
Mattisse,3796,721.0,0.29855486495006794,0.7272727272727273,0.40997428571428574
PGWG,3284,728.0,0.2983806239222449,0.7027027027027027,0.26313947368421053
Martinp,6846,669.0,0.29563098525553455,0.6363636363636364,0.552758695652174
Philwelch,2251,733.0,0.2945202148533392,0.8823529411764706,0.38988235294117646
Jakew,1151,747.0,0.2937462294720486,0.7777777777777778,0.4798777777777778
Sunray,3150,717.0,0.2933996251436289,0.5142857142857142,0.45931714285714287
Bedford,4973,690.0,0.29322149084651045,0.6388888888888888,0.30979
Leifern,1000,746.0,0.2925162061641134,0.375,0.2975125
Herbythyme,5507,678.0,0.2915958269665747,0.9,0.504916393442623
Aquillion,1480,733.0,0.290203595589236,0.9130434782608695,0.48093043478260866
Cardamon,2145,719.0,0.28854213430400916,0.42857142857142855,-0.027428571428571438
TimidGuy,1077,731.0,0.287178077448496,0.75,0.4881625
Emufarmers,1094,729.0,0.2865040250547383,0.4,0.059199999999999996
MJCdetroit,976,729.0,0.28584337515439573,0.8,0.60165625
Joopercoopers,1046,722.0,0.2835429784199184,0.3333333333333333,-0.015155555555555552
Kmccoy,2768,696.0,0.28318398798254574,1.0,0.502856
Barryob,1571,712.0,0.2826361567574924,0.8,0.5013666666666666
Folantin,5274,658.0,0.2825990156574888,0.6086956521739131,0.22954565217391307
M.K,800,722.0,0.28216569133954306,0.6666666666666666,0.30595
Astrotrain,3834,676.0,0.28145992430519784,0.6129032258064516,0.27794375
Doctorfluffy,1646,707.0,0.2811329844320909,0.6666666666666666,0.38497777777777775
Booksworm,1753,704.0,0.28057820217092827,1.0,0.4908142857142857
Hydnjo,2744,684.0,0.27843423389590505,0.8611111111111112,0.5385105263157894
Rednblu,810,710.0,0.27760629400384845,1.0,0.56714
IronDuke,5094,642.0,0.2754373984692216,0.8823529411764706,0.31667818181818186
Tarc,927,700.0,0.27441519133006825,0.6666666666666666,0.5167857142857143
Laurascudder,931,695.0,0.27251450931886734,0.46153846153846156,0.2783769230769231
Amerique,2119,677.0,0.2722427212229689,0.9333333333333333,0.46598
AKMask,3527,654.0,0.2712795763571747,0.4444444444444444,0.3409333333333333
Kumioko,3118,656.0,0.26975892738708224,0.8888888888888888,0.413937037037037
Wimvandorst,254,696.0,0.26910878586846604,1.0,0.70555
CapitalR,4020,638.0,0.26788590309204824,0.8378378378378378,0.7264621621621622
Banana04131,3537,643.0,0.2671047944060956,0.8461538461538461,0.41975750000000006
TDC,1021,674.0,0.2649414717591548,0.5833333333333334,0.18135
Abd,728,670.0,0.26176258292577465,1.0,0.23306666666666667
Stillnotelf,1249,659.0,0.26044875096685727,0.8,0.3950666666666667
WillowW,1767,651.0,0.26027196897787896,1.0,0.9098611111111112
Novickas,770,657.0,0.2569977295004729,0.6666666666666666,0.3233166666666667
Singopo,5236,581.0,0.25277087937928194,0.34,0.233568
Crohnie,1367,630.0,0.24995555471335373,1.0,0.72714
COGDEN,203,642.0,0.248054019972816,1.0,0.4774833333333333
Rl,320,638.0,0.24717060960672813,1.0,0.82725
Sxeptomaniac,1484,620.0,0.24676445203957353,0.6666666666666666,0.5848111111111112
Fladrif,1290,613.0,0.24298599112127878,0.8888888888888888,0.44867
6SJ7,2078,589.0,0.23816701953008584,0.5,0.25803125
Juppiter,2366,565.0,0.23054868395439018,0.6363636363636364,0.23199999999999998
Tex,1911,567.0,0.2287704934977235,0.6153846153846154,0.03375384615384615
Ripberger,1346,558.0,0.22214567373369695,0.6666666666666666,0.4136166666666667
Noetica,1135,551.0,0.2182720344399291,0.5555555555555556,0.7295222222222222
Kcowolf,1511,537.0,0.21499254077165975,0.0,0.07644
DeltaQuad,4181,496.0,0.21417191367967353,0.5714285714285714,0.3717125
Gray62,2067,508.0,0.20695158736858063,0.4583333333333333,0.38515185185185186
DavidJJJ,217,514.0,0.19890163293361288,1.0,0.53175
Master&Expert,28267,102.0,0.19748441400267705,0.9435483870967742,0.384219921875
SunCreator,5574,403.0,0.1862017109712673,0.7857142857142857,0.5378954545454545
Secret,24863,100.0,0.17765711322695174,0.8482142857142857,0.23077
Grandmasterka,17636,102.0,0.1379643369641802,0.8121212121212121,0.5288347593582887
Mlpearc,9347,201.0,0.12963340390601719,0.8214285714285714,0.5566848837209302
Icewedge,10618,168.0,0.1240570794623154,0.780952380952381,0.27160260869565217
Brianherman,1186,302.0,0.12278833879711759,0.9166666666666666,0.54135
Marlith,11345,119.0,0.1092812008496285,0.7716535433070866,0.5110732824427481
WFCforLife,8579,114.0,0.09187204236428252,0.6833333333333333,0.3920714285714285
Lostintherush,8870,105.0,0.09003973374172465,0.9534883720930233,0.5145918604651163
Kubigula,8380,104.0,0.08691174165229659,0.9868421052631579,0.6666269230769231
Bwilkins,7867,105.0,0.0844242095888122,0.31746031746031744,0.31113902439024393
Dmcdevit,6980,102.0,0.0783042917264582,0.8791208791208791,0.43721956521739136
RGTraynor,5875,102.0,0.07211769732070719,0.6122448979591837,0.2668925925925926
Icestorm815,5693,101.0,0.0707141134457328,0.6521739130434783,0.45144666666666666
Sandahl,5693,100.0,0.07032949806111743,0.6346153846153846,0.213225
JamesBWatson,3021,137.0,0.06960046615870412,0.3548387096774194,0.24602903225806452
Messedrocker,4373,103.0,0.0640930232958764,0.78125,0.3616027777777778
Shimgray,4198,103.0,0.06311324590130045,1.0,0.4225068181818182
Esteffect,4326,100.0,0.062676036927487,0.4857142857142857,0.25085365853658537
Truthkeeper88,3233,103.0,0.0577104734112102,0.68,0.5065230769230769
ScienceApologist,1781,123.0,0.05727342809252199,0.7142857142857143,0.33881428571428573
PMC,2441,110.0,0.05596858855206559,0.9130434782608695,0.528648
^demon,3030,100.0,0.05542008547965595,0.6666666666666666,0.3860617647058823
Thebainer,2781,103.0,0.05517984836921974,0.8,0.5221129032258065
Jmh649,1739,114.0,0.053576743056285306,0.7333333333333333,0.48250666666666664
Doug,2313,104.0,0.05294425906434058,1.0,0.6066875
SatuSuro,1884,104.0,0.05054240476563725,1.0,0.670409090909091
ContiE,1995,102.0,0.05039463280096608,0.9130434782608695,0.249412
Amatulic,1672,106.0,0.05012470520543886,0.6363636363636364,0.4036461538461538
Katr67,399,116.0,0.04684367834704878,0.7142857142857143,0.5100428571428571
Dougweller,1077,106.0,0.046793462063880624,0.6363636363636364,0.5707545454545454
Ctjf83,1114,103.0,0.04584676884488767,0.5555555555555556,0.4179272727272727
Dincher,495,102.0,0.041996540847457915,1.0,0.5153399999999999
